Funder,Year,GLRI Amount,Project Type,Project Title,Recipient Name,Project Description,Focus Area,Project Start Date,Project End Date,Affected States,Latitude,Longitude
EPA,2014,"$1,043,442 ",New Project,Targeting Outcome-Based Sediment Reduction in the Lower Fox Watershed,"Fox-Wolf Watershed Alliance, Inc.","This project supports the Great Lakes Restoration Initiative and the Great Lakes Water Quality Agreement, pursuant to Public Law 113-235.  This project will reduce agricultural sediment and nutrient loading to the Lower Fox River and Green Bay through the installation of innovative yet underutilized conservation practices (such as stream buffering, streambank protection and cover crops) in key sections of the Plum and Kankapot Creek watersheds. The project will also monitor the effects of the installed conservation practices in order to guide the future implementation of conservation practices throughout the Lower Fox watershed.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,3/31/2020,WI,44.270028,-88.171129
EPA,2014,"$8,000 ",New Project,Tree Planting for Stormwater Infiltration,Village of Wilmette,"The Village of Wilmette will plant 50 trees in the public right of way near Lake Michigan. The tree canopies will intercept rainwater and the roots will absorb water and facilitate infiltration, reducing stormwater runoff and pollutants from entering Lake Michigan. Once the trees mature, stormwater runoff volumes will be reduced by 38,360 gallons in a typical year.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2015,12/31/2015,IL,42.076,-87.683
EPA,2014,"$89,699 ",New Project,Using Green Infrastructure  to mitigate stormwater at Lake Michigan beach.,City of Manitowoc,"This project supports the Great Lakes Restoration Initiative and the Great Lakes Water Quality Agreement, pursuant to Public Law 113-76.  The City of Manitowoc will install green infrastructure, in the form of a rain garden, at Blue Rail Marina public beach located on the shore of Lake Michigan.  The rain garden will capture and treat stormwater runoff from a large public parking lot that currently drains directly to the beach, reducing the discharge of contaminants such as bacteria and oil to the beach and Lake Michigan. The rain garden will be capable of treating up to 115,000 gallons of stormwater per year.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2015,12/31/2018,WI,44.099668,-87.648925
EPA,2015,"$408,150 ",New Project,ACCELERATING FARMER ADOPTION OF VARIABLE RATE TECHNOLOGY,IPM Institute of North America Inc,"The IPM Institute of North America, Inc will implement an incentive program for farmers to reduce nutrient loading into Lake Erie. Each participating farmer is expected to attain up to a 60% phosphorus reduction which will help alleviate the harmful algal bloom problem. It is estimated that at least 225 farmers will participate and associated outreach work will increase awareness among the farming community, leading to a replicable conservation model across the Great Lakes Basin.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,3/31/2019,WI,41.517,-83.304
EPA,2015,"$481,171 ",New Project,Agricultural Watershed Management Implementation,Fox-Wolf Watershed Alliance,"Fox-Wolf Watershed Alliance, Inc will reduce agricultural sediment and nutrient loading to the Lower Fox River, Green Bay, and Lake Michigan by addressing severely eroding streambanks in the Plum and Kankapot Creeks - two of the highest sediment yielding subwatersheds in the Lower Fox River system. In addition, this project includes design and implementation of conservation projects in the watershed, such as controlling runoff from dairy operations and barnyards.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,3/1/2016,2/28/2019,WI,44.458,-88.122
EPA,2015,"$497,258 ",New Project,Agricultural Watershed Management Implementation,Toledo Metropolitan Area Council of Governments,"The grantee will partner with farmers to implement agricultural conservation practices (variable rate technology fertilizer application, cover crops, and controlled drainage or water control structures) in the Portage and Toussaint River watersheds.  This project will reduce dissolved total phosphorus loadings by 10,889 pounds over a three year period to Lake Erie, helping alleviate the complex harmful algal bloom problem. It is estimated that 150 landowners, representing a total of 18,750 acres of farmland, will participate.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/15/2016,10/14/2020,OH,41.417271,-83.429092
EPA,2015,"$160,377 ",New Project,Battle Creek River Natural Channel Design,Calhoun Soil Conservation District,"The grantee will reduce sediment and nutrient transport to Lake Michigan by constructing a two-stage ditch in the Battle Creek River watershed consisting of: 1) a small main channel at the bottom; and 2) raised, grass-covered benches along the channel¿s sides. This will create a small floodplain within an existing agricultural drainage ditch, thereby reducing stream velocity and increasing sediment and nutrient capture. Construction includes adding buffer strips of grasses and other vegetation to provide additional reductions in agricultural runoff.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,3/31/2018,MI,42.357733,-85.296134
EPA,2015,"$500,000 ",New Project,Beaver Creek/Bass Lake Corridor Protection Project,Western Reserve Land Conservancy,"The grantee will purchase 290 acres of easements in the Chagrin River watershed, and will add another $1.2 million in donated easement value and staff time. The total result will be a 1,350-acre corridor of protected lands in the Lake Erie Basin. Without such easements, the land would otherwise be available for development and its consequential sediment and pollutant transport. The easement work includes stream bank stabilization and riparian fencing, which will eliminate about 38,000 pounds of sediment deposition into Lake Erie annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/15/2016,7/15/2018,OH,41.45375,-81.419853
EPA,2015,"$380,000 ",New Project,Building Fresh Coast GI Networks: Menominee and Kinnickinnic River Watersheds,Milwaukee Metropolitan Sewerage District,"The grantee will conduct a neighborhood green infrastructure outreach and installation program within the Menominee and Kinnickinnic River watersheds in southeastern Wisconsin watersheds which are highly urbanized and negatively impacted by polluted stormwater. The grantee will educate watershed residents about the impacts of untreated stormwater and will partner with community-based organizations to install green infrastructure on residential and community properties, which will prevent approximately 200,000 gallons of polluted stormwater runoff from entering the Menominee and Kinnickinnic Rivers and Lake Michigan.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/1/2016,12/31/2019,WI,43.033,-87.9106
EPA,2015,"$446,603 ",New Project,"Bull Creek Restoration Project Beach Park, Illinois",Lake County (IL),"The grantee will restore and stabilize approximately 1,500 feet of Bull Creek, a tributary to Lake Michigan in Lake County, IL. This downstream reach of Bull Creek has been severely eroded by stormwater flows, and the Creek¿s habitat has been degraded by an unstable stream bed and stream banks and the presence of invasive plants in the riparian buffer. The grantee will remove invasive species; stabilize stream banks; reduce loadings of sediment, phosphorous, and nitrogen to the Creek and Lake Michigan; expand native plant communities and improve water quality and aquatic habitat.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,12/31/2017,IL,42.418681,-87.817533
EPA,2015,"$175,000 ",New Project,City Of Cleveland Bioretention At Wildwood Park,City of Cleveland,"The City of Cleveland will install four bioretention cells along driveways and parking areas at Wildwood Park, which will capture and treat stormswater runoff that currently discharge directly into Lake Erie. This will result in reduction of over 660,000 gallons of stormwater runoff per year.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,3/31/2018,OH,41.587369,-81.561871
EPA,2015,"$175,000 ",New Project,City Of East Chicago Jeorse Park Green Project Initiative-Installation Of Porous And Ada Accessible,City of East Chicago,"The City of East Chicago will install green infrastructure measures at Jeorse Park that reduces stormwater runoff from the parking lot into the lake by the use porous materials that will also reduce particulate matter from nearby railcars entering the lake.  A beach greenway will also be constructed that will serve as a filter.  A stormwater tree trench along the south end of the beach will drain the parking lot and reduce the coal, ore and other materials from parked trains being blown into the lake. This Green Infrastructure Project will reduce 291,872 gallons of untreated runoff from entering Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,10/31/2018,IN,41.650517,-87.433791
EPA,2015,"$175,000 ",New Project,City Of Sandusky OH - Lions Park Retrofit,City of Sandusky,"The City of Sandusky will design and construct rain gardens and install a meadow to convey, capture and treat stormwater before it drains into Lake Erie. The project will reduce 283,910 gallons of stormwater runoff annually. Rain gardens will capture and treat 100% of the parking lot stormwater. Educational signage will explain the benefits of this project to the public.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,12/31/2017,OH,41.447773,-82.746514
EPA,2015,"$175,000 ",New Project,City Of Vermilion  Main Street Green Infrastructure Enhancements,City of Vermilion,"The City of Vermilion will install several green infrastructure measures at Main Street Beach to reduce stormwater runoff and pollutant loadings to Lake Erie. Specifically, proposed improvements include the installation of permeable paver systems, two bioretention areas, and a tree pit in an adjacent parking area. The green infrastructure measures will prevent 459,169 gallons of untreated runoff from entering Lake Erie annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,5/1/2016,12/31/2017,OH,41.419887,-82.359993
EPA,2015,"$390,995 ",New Project,Engaging Urban Youth To Reduce Nonpoint Source Pollution Using Permeable Pavement Systems,Great Lakes Community Conservation Corps,"The grantee will rely on existing partnerships in four urban coastal counties of southeastern Wisconsin (Kenosha, Racine, Milwaukee and Ozaukee Counties) to install 17,500 square feet of permeable pavement at multiple project sites.  This will reduce the amount of polluted stormwater runoff to Lake Michigan by 100,000 gallons annually. In addition, 200 individuals from under-represented populations and low-income communities will be provided with the education and experience that will enable them to become certified permeable pavement installers in Wisconsin.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,3/31/2019,Multi-state,43.025968,-87.904811
EPA,2015,"$125,439 ",New Project,Green Infrastructure - City Of Huron Lake Front Park,City of Huron,"The City of Huron's green infrastructure project will include: the use of a pervious paver pathway to the beach to reduce stormwater runoff and filter sediment, nutrients, chemicals, bacteria and other contaminants before they reach Lake Erie. The project will reduce threats to public health in the park and beach area.  The pervious walkway and associated underdrainage will reduce stormwater runoff by approximately 596,606 gallons annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,9/30/2017,OH,41.39808,-82.55485
EPA,2015,"$58,000 ",New Project,Green Infrastructure At Park Point Duluth Mn,City of Duluth,"The City of Duluth will install green infrastructure at Park Point to address long-standing beach health issues and stormwater runoff issues. The City will construct two large rain gardens totaling 8,000 square feet; plant 1,600 lineal feet of tree trenches, and restore 7,000 square feet of shoreline buffer. These projects will reduce runoff into Lake Superior by 89,000 gallons per year.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/30/2016,10/31/2018,MN,46.728273,-92.047968
EPA,2015,"$175,000 ",New Project,Green Infrastructure City Of Ashtabula Walnut Beach Revitalization Infrastructure Project,City of Ashtabula,"The City of Ashtabula will install several green infrastructure measures at Walnut Beach to reduce stormwater runoff and the discharge of sediments, nutrients, chemicals, bacteria and other contaminants into Lake Erie. Specifically, proposed improvements include removing 1.78 acres of impervious surface at an adjacent parking lot and redirecting and discharging stormwater into a vegetative bioswale at the base of the park. The green infrastructure measures will prevent 33,091 gallons of untreated runoff from entering Lake Erie annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/1/2016,11/30/2017,OH,41.900864,-80.806675
EPA,2015,"$172,125 ",New Project,Green Infrastructure Implementation - Evans Town Park Beach Water Quality Improvement Project,Town of Evans,"The Town of Evans will install several green infrastructure measures at Evans Town Park to reduce discharges of untreated stormwater runoff into Lake Erie, reduce bacteria loading at the beach, and help keep the beach safer for swimming. Specifically, the proposed improvements include the installation of two rain gardens and two vegetated open swales in the park. This project will prevent 221,000 gallons of untreated runoff from entering Lake Erie annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/22/2016,12/31/2017,NY,42.640649,-79.065565
EPA,2015,"$175,000 ",New Project,Green Infrastructure Implementation Constructed Treatment Wetland - Neshotah Beach North,City of Two Rivers,"The City of Two Rivers will implement a Constructed Treatment Wetland at Neshotah Beach North, to be blended into existing sand dunes and treat the storm water by means of infiltration, biological activity and plant uptake.  This Green Infrastructure Project will reduce 10,131,972 gallons of stormwater discharge contaminated with animal waste, suspended solids, and nutrients, from entering into Lake Michigan.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/15/2016,12/18/2018,WI,44.149385,-87.567401
EPA,2015,"$175,000 ",New Project,Green Infrastructure Implementation Crescent Beach - Storm Water Collection And Outfall Redesign,City of Algoma,"The City of Algoma will implement a storm water collection and outfall redesign project, in order to directly impact and improve the water quality at Crescent Beach in Algoma, Wisconsin. By installing infiltration basins, rain gardens, and permeable pavement, this project will prevent more than 116,000 gallons of untreated runoff from entering Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,11/30/2019,WI,44.603146,-87.438565
EPA,2015,"$199,451 ",New Project,Lake Superior Urban Stormwater/Coastal Wetland Restoration,Superior Watershed Partnership,"The grantee will implement green infrastructure/urban stormwater management practices and complete 12 acres of Great Lakes coastal wetland restoration on unique Lake Superior coastal property within the City of Marquette, Michigan. The project will reduce the runoff of up to 9 million gallons of stormwater to Lake Superior, thereby reducing the likelihood of public beach closures and drinking water impacts due to high bacteria levels.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,12/31/2019,MI,46.547975,-87.396884
EPA,2015,"$340,065 ",New Project,Lower Grand River Watershed Stormwater Implementation And Education Project,Grand Valley Metropolitan Council,"The grantee will implement green infrastructure and other practices to reduce the impacts of stormwater runoff, including sedimentation and degraded habitat, within urban areas of the Lower Grand River Watershed. Expected outputs include 9,200 square feet of bioswales, 500 square feet of rain garden, 10,000 square feet of floodplain restoration and native habitat restoration, and extensive experiential learning opportunities. The project will prevent over 1 million gallons of stormwater from entering Lake Michigan and lead to an increased understanding of stormwater impacts.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/1/2016,9/30/2019,MI,42.976807,-85.675873
EPA,2015,"$473,111 ",New Project,Macatawa Watershed Agricultural Water Quality Restoration,Macatawa Area Coordinating Council,"The grantee will work collaboratively with producers in the Macatawa Watershed to implement agricultural best management practices and to participate in on-farm experiential learning programs. These practices will prevent 12,600,000 pounds of sediment, 16,000 pounds of phosphorus, and 33,000 pounds of nitrogen from entering Lake Macatawa and Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,12/31/2019,MI,42.782554,-86.162457
EPA,2015,"$175,000 ",New Project,Maslowski Beach Water Quality Improvement Project: Improving Shoreline Water Flow While Reducing Run,City of Ashland,"The City of Ashland will install several green infrastructure measures on over 2.9 acres of land at Maslowski Beach to reduce discharges of untreated storm water runoff into Lake Superior, reduce bacteria loading at the beach, and help keep the beach safer for swimming. Specifically, the proposed improvements include the installation of infiltration swales, native vegetation plantings/ habitat modification, and beach nourishment practices. The green infrastructure measures will prevent 219,710 gallons of untreated runoff from entering Lake Superior annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/15/2016,12/30/2019,WI,46.583039,-90.919729
EPA,2015,"$507,000 ",Increase,Maumee Sediment and Nutrient Reduction Initiative,Ohio Environmental Protection Agency,"This project will employ stream and wetland restoration projects and sediment reduction practices at eight locations within the Maumee River watershed to reduce non-point phosphorus discharges.  The eight sub-projects include retiring 270 acres of cropland, re-naturalizing six miles of channelized streams, converting a mile of agricultural ditches to 2-stage channels, stabilizing 1,000 linear feet of eroding streambank and restoring more than 70 acres of wetlands and wet prairies.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,2/22/2020,OH,41.53,-83.77
EPA,2015,"$500,000 ",New Project,Motivating Farmers To Move The Needle On Nutrient And Sediment Loss Reduction With Model-At-The-Farm,Winrock International,"The grantee will work with farmers to reduce the discharge of nutrients and sediments to Lake Erie by increasing their participation in pay-for-performance conservation. This project is expected to reduce 3,700 pounds of total phosphorus; 1,850 pounds of dissolved phosphorus; 4,400,000 pounds of sediment; and 100,000 pounds of nitrogen to Lake Erie annually, helping alleviate the complex harmful algal bloom problem.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,3/21/2016,3/30/2020,Multi-state,41.053844,-83.10792
EPA,2015,"$355,370 ",New Project,Urban Watershed Management Implementation,Delta Institute,"Delta Institute in collaboration with the City of Hobart, Indiana and the Alliance for the Great Lakes, will implement 4 to 6 green infrastructure sites that will include rain garden, infiltration basins, permeable pavement, bioswales, hybrid ditches, and stormwater plants within the Deep River and Turkey Creek Watershed which drains into Lake Michigan. The project will reduce the discharge of polluted urban stormwater runoff by 800 thousand to 3.5 million gallons annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,3/31/2019,IN,41.535,-87.249
EPA,2015,"$167,603 ",New Project,"Using Green Infrastructure To Mitigate Stormwater At Lake Michigan Beach In Manitowoc, Wisconsin.",City of Manitowoc,"The City of Manitowoc will install green infrastructure in the form of beach nourishment and further dune establishment at Blue Rail Marina Beach, located on the shore of Lake Michigan. By lowering microbial input through untreated stormwater, waterfowl, and saturated beach sand, the project will improve nearshore water quality. This project will prevent 8,653 gallons of untreated runoff from entering Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/1/2016,5/30/2018,WI,44.076737,-87.656494
EPA,2015,"$499,370 ",New Project,"Village of Northport, MI Stormwater Reduction Project",Grand Traverse Bay Watershed Initiative,"The grantee will implement green infrastructure practices (i.e., tree box filters, pervious pavement, and rain gardens) to reduce the discharge of untreated stormwater runoff into Grand Traverse Bay and Lake Michigan. These green infrastructure practices will reduce more than 1 million gallons of untreated stormwater (and associated sediments, nutrients, and pathogens) from entering the Bay and Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,4/1/2016,6/30/2018,MI,45.04,-85.483
EPA,2015,"$122,691 ",New Project,Village Of Wind Point Green Infrastructure  Lighthouse Beach,Village of Wind Point,"The Village of Wind Point will install several green infrastructure  measures at Wind Point Lighthouse Beach to reduce stormwater runoff and address sources of fecal pollution.  Specifically, the proposed improvements include installation of a bio-infiltration feature, beach nourishment and native vegetation within the dunes and pollinator garden.  This project will prevent 195,000 gallons of untreated stormwater and associated pollutants from entering Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,6/1/2016,12/15/2018,WI,42.784464,-87.766186
EPA,2016,"$500,000 ",New Project,Accelerating Conservation Adoption by Farmer-led Engagement,Michigan State University ,"Michigan State University will improve water quality in the River Raisin watershed and reduce phosphorus entering the Western Lake Erie Basin. Peer-to-peer interactions will accelerate the adoption of needed conservation practices in the watershed and result in reduced loadings to Lake Erie of approximately 436,000 pounds of sediment and 382 pounds of phosphorus annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,8/31/2019,MI,41.958834,-83.812329
EPA,2016,"$438,069 ",New Project,Blasdell Creek Wetland Project,NYS Ofc. Of Parks Recreation & Historic Pres,"New York State Office of Parks, Recreation, and Historic Preservation (NYS Parks) proposes to conserve, restore, enhance, and/or create wetlands on Blasdell Creek at Woodlawn Beach State Park, in the town of Hamburg, NY. The project goals include improving Lake Erie shoreline and fish and wildlife habitat with the ancillary benefit of improving water quality in Lake Erie along the swimming area at Woodlawn Beach State Park by improving water quality in the discharge from Blasdell Creek. The project will also provide additional improved habitat for migratory and resident birds, reptiles and amphibians and improve connectivity of a coastal wetland with Lake Erie. Finally, the project will provide ample opportunities to school groups, local citizens, and park visitors for Great Lakes coastal wetland, environmental, and ecological education and their benefits to the greater Buffalo area urban community.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,10/1/2016,12/31/2018,NY,42.804026,-78.807635
EPA,2016,"$1,537,433 ",Increase,Expanded Maumee Tributary Monitoring,Ohio Environmental Protection Agency,"Ohio Environmental Protection Agency (OH EPA) will work with United States Geological Survey (USGS) to enhance and expand tributary monitoring to improve measurement of phosphorus loads to Lake Erie at 12 sites in the Western Lake Erie Basin. The enhanced monitoring in the targeted watersheds will provide water quality information necessary to track phosphorus loads and concentrations and target implementation efforts in priority areas, consistent with Ohio's Western Basin Collaborative Plan. High frequency water quality monitoring during storm events will be conducted at seven of the sites in order to track progress towards the recently adopted binational phosphorus load reduction targets for Lake Erie.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,11/1/2014,12/31/2019,OH,41.543,-83.731
EPA,2016,"$195,000 ",New Project,FY 2016 Saint Mary's Expanded Maumee Tributary Monitoring,Indiana Department of Environmental Management,Indiana Department of Environmental Management (IDEM) will work with United States Geological Survey (USGS) to install a St. Mary's River monitoring station (continuous recording water level stream gage and an automatic water quality sampler) which will quantify nutrient and sediment loads. The project will improve measurement of phosphorus loads.,3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/13/2017,2/28/2019,IN,41.339,-84.9
EPA,2016,"$746,760 ",New Project,Green Bay/Upper Duck Creek Subwatershed Phosphorous and Sediment Reduction Project,County of Outagamie,"The Outagamie County Land Conservation Department will install 84 acres of vegetative filter strips in priority locations along perennial and intermittent streams, legal drains, and connected drainage ways in the Upper Duck Creek Subwatershed, Wisconsin. This work is projected to reduce the input of phosphorous (1,008 pounds) and sediment (302,000 pounds) into Green Bay annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2017,6/30/2020,WI,44.457523,-88.255068
EPA,2016,"$437,500 ",New Project,Green Infrastructure Implementation at Marion Motley Park,City of Cleveland,"The City of Cleveland, Mayor`s Office will install 20,000 square feet of permeable pavement, and other stormwater control measures at Marion Motely Park. This project will prevent more than 451,788 gallons of untreated stormwater a year (and associated se",3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,12/31/2018,OH,41.4996,-81.681698
EPA,2016,"$46,998 ",New Project,Green Infrastructure Project City of Huron,City of Huron,"The City of Huron's green infrastructure project will include: the use of a pervious paver pathway to the beach to reduce stormwater runoff and filter sediment, nutrients, chemicals, bacteria and other contaminants before they reach Lake Erie. The project will reduce threats to public health in the park and beach area.  The pervious walkway and associated underdrainage will reduce stormwater runoff by approximately 596,606 gallons annually.  This action will add supplemental funds to the project to include a concrete edge running along side the pavers which will provide additional protection and extend the life of the paver system.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2016,9/30/2017,OH,41.393,-82.558
EPA,2016,"$499,989 ",New Project,Kids Creek 14th Street Stormdrain Project,Grand Traverse Bay Watershed Initiative,"The Grand Traverse Bay Watershed Initiative, Michigan, will construct a wetland floodplain area adjacent to a Traverse City`s stormwater outfall.  Up to 1.38 million gallons of stormwater per storm event (and associated sediments, nutrients, and pathogens) are projected to be treated, thereby improving the water quality of the creek and ultimately Lake Michigan.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,6/30/2019,MI,44.757644,-85.628511
EPA,2016,"$367,438 ",New Project,Maumee River Basin: Urban Pollution Management and Education Program,County of Allen,"Allen County, Indiana, will:  1) implement green infrastructure (e.g., permeable pavement, bioswales); 2) stabilize streambanks, and 3) develop a Green Metro Conservation Corps to provide maintenance for the completed projects. The work will prevent the discharge of 133,500 gallons of untreated stormwater a year (and associated sediments, nutrients, and pathogens) into Lake Erie.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,8/31/2020,IN,41.183349,-85.018992
EPA,2016,"$1,600,000 ",Increase,Maumee Sediment and Nutrient Reduction Initiative,Ohio Environmental Protection Agency,"This project will employ stream and wetland restoration projects and sediment reduction practices at eight locations within the Maumee River watershed to reduce non-point phosphorus discharges.  The eight sub-projects include retiring 270 acres of cropland, re-naturalizing six miles of channelized streams, converting a mile of agricultural ditches to 2-stage channels, stabilizing 1,000 linear feet of eroding streambank and restoring more than 70 acres of wetlands and wet prairies.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,2/22/2020,OH,41.53,-83.77
EPA,2016,"$500,000 ",New Project,Michigan City Cheney Run Stormwater Design and Installation,Delta Institute,"The Delta Institute will work with the Alliance for the Great Lakes and the Michigan City, Indiana Sanitary District to build a five-acre wetland to reduce runoff from Cheney Run to Trail Creek and Lake Michigan. This will capture and treat 37.5 million gallons of stormwater a year (and associated sediments, nutrients, and pathogens) and prevent it from discharging into Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,12/31/2020,IN,41.698476,-86.911534
EPA,2016,"$499,999 ",New Project,Muskegon Lake Urban Runoff Green Infrastructure Project,Western MI Shoreline Reg Dvpmt Comm,"The West Michigan Shoreline Regional Development Commission will remove unnatural fill from the Muskegon Lake Area of Concern and construct green infrastructure in the 114-acres of land surrounding the mouth of the Muskegon River. This work will allow for the natural treatment of stormwater before discharge into Lake Michigan. Nearly 50 million gallons of stormwater (and associated sediments, nutrients, and pathogens) are projected to be treated annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,12/31/2020,MI,43.233994,-86.266151
EPA,2016,"$500,000 ",New Project,Pike River Streambank Restoration at Petrifying Springs Park,Kenosha County,"Kenosha County, Wisconsin, will stop streambank erosion, improve instream structure and streamflow dynamics, and use native vegetation to stabilize and improve filtration and infiltration of the riparian area in Petrifying Springs Park (Pike River Watershed). The project will reduce the transport of total suspended solids and sediment-bound nutrients to the river mouth and nearshore areas of Lake Michigan.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2017,6/30/2019,WI,42.64673,-87.865609
EPA,2016,"$1,128,628 ",New Project,Preventing Excess Agricultural Nutrient Run-Off In The Pine Creek Watershed,University of Notre Dame,"The University of Notre Dame will partner with Van Buren Conservation District to increase cover crop adoption to approximately 1,500 acres, or 74% of cropland in the Pine Creek, Michigan, watershed. Widespread cover crops are expected to reduce nitrogen, phosphorus and E. coli loads to the watershed by up to 60% annually. The three year project will demonstrate the beneficial impacts on water quality as well as the economic benefits for participating producers.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,7/31/2020,MI,43.30769,-84.753674
EPA,2016,"$1,948,059 ",New Project,Preventing Nutrient Runoff in the Huron River Watershed,Huron River Watershed Council,"The Huron Watershed Council and its partners will implement a 3-year “pay for performance” program for agricultural producers in critical sub-watersheds of the Huron River, Michigan. Best management practices such as nutrient management and cover crops will be implemented on approximately 500 acres, targeted at reducing phosphorus loading into the Huron River and Lake Erie by 21,000 pounds annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/3/2017,6/30/2020,MI,42.4496,-83.700948
EPA,2016,"$746,747 ",New Project,Preventing Nutrient Runoff in the Upper East River Watershed,Fox-Wolf Watershed Alliance,"The Fox-Wolf Watershed Alliance will work with producers in the Upper East River Watershed, Wisconsin, to install buffers and cover crops to reduce the input of total suspended solids (511,600 pounds) and total phosphorous (1,729 pounds) annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2017,6/30/2020,WI,44.270024,-88.12445
EPA,2016,"$1,396,206 ",New Project,Rabbit River Watershed Sediment Reduction Project,Delta Institute,"The Delta Institute will lead a coalition of partners to implement best management practices in the Rabbit River watershed, a tributary to the Kalamazoo River, Michigan. Up to 4,500 acres of highly erosive lands will be addressed through cover crops, exclusion fencing, no-till and mulch-till practices to reduce sediment loading by 1.5 million pounds annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,7/31/2020,MI,42.670615,-85.851854
EPA,2016,"$494,873 ",New Project,Reducing Nonpoint Source Pollution in the Thornapple River Watershed,Barry Conservation District,"The Barry Conservation District and its partners will reduce nonpoint source pollution in priority subwatersheds to the Thornapple River, Michigan. Best management practices will be used on 1,902 acres such as: conservation tillage, filter strips, and streambank stabilization to improve water quality and habitat. This work is projected to reduce the input of nitrogen (14,384 pounds), phosphorus (3,341 pounds) and sediment (358,000 pounds) annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,8/1/2020,MI,42.580061,-85.216709
EPA,2016,"$750,000 ",New Project,Researching Effectiveness Of Agricultural Programs,Great Lakes Commission,"The Great Lakes Commission will document socio-economic factors and evaluate the effectiveness of federal and selected state agricultural incentives programs. Specific factors include input costs, risks, and drivers to farmer decision making. The Great Lakes Commission will recommend ways to improve future investments through institutional approaches and farm-scale techniques to maximize water quality benefits from public investments in the Lower Fox River, Wisconsin; Saginaw River, Michigan; Maumee River, Ohio and Indiana; and Genesee River, New York watersheds.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/15/2017,1/17/2020,Multi-state,42.246329,-83.730088
